algorithm,breakfast_ids,breakfast_names,carbohydrate_RLL,carbohydrate_RUL,carbohydrate_ok,carbohydrate_value,distinct_groups,diversity_enabled,energy_RLL,energy_RUL,energy_ok,energy_value,experiment,fiber_RLL,fiber_RUL,fiber_ok,fiber_value,food_count,forbidden_items,lunch_dinner_ids,lunch_dinner_names,objective_co2,objective_cost,objective_preference,objective_time,penalty,protein_RLL,protein_RUL,protein_ok,protein_value,rank,sodium_RLL,sodium_RUL,sodium_ok,sodium_value,user_id,username,vegetarian,violated_nutrients
NSGA-II,85 78 14 8 19 27,TAVADA YUMURTA | SOSİSLİ MİLFÖY BÖREĞİ | DİL PEYNİRİ | BROKOLİ SALATASI | ERZİNCAN ÇORBASI | HAZIR PAKETLİ TATLI-TAHİN HELVASI,170.0,300.0,True,249.9062,10,True,2000.0,2400.0,True,2140.1825,user1_nsgaii_diversity,20.0,9999.0,False,19.2185,10,0,328 346 257 114,PİRİNÇLİ HAVUÇ ÇORBASI | SEBZELİ BULGUR PİLAVI | KIYMALI ISPANAK | AYVA TATLISI,37.5,17.23,38.2,380.0,0.025055,40.0,100.0,True,70.8731,12,1500.0,2300.0,True,2271.3629,1,user_gamma_3991,False,1
SPEA2,18 78 28 76 24 86 71,ELMA SUYU | SOSİSLİ MİLFÖY BÖREĞİ | HİNDİ SALAMI | SİYAH ZEYTIN | HAVUÇ SALATASI | ÜZÜM PEKMEZİ | SEBZELİ GÜL BÖREĞİ,170.0,300.0,True,227.9493,12,True,2000.0,2400.0,True,2153.4166,user1_spea2_diversity,20.0,9999.0,False,19.874,14,0,217 391 327 194 331 309 303,HAYDARİ | YOĞURTLU KARNABAHAR KIZARTMASI | PİRİNÇ PİLAVI | ETSİZ PİRİNÇLİ PIRASA | PORTAKAL SUYU LD | PARMAK PATATES KIZARTMASI | NOHUT ÇORBASI,45.8,21.72,65.5,495.0,0.020842,40.0,100.0,True,56.0584,1,1500.0,2300.0,True,2030.6363,1,user_gamma_3991,False,1
SPEA2,18 78 28 76 24 86 71,ELMA SUYU | SOSİSLİ MİLFÖY BÖREĞİ | HİNDİ SALAMI | SİYAH ZEYTIN | HAVUÇ SALATASI | ÜZÜM PEKMEZİ | SEBZELİ GÜL BÖREĞİ,170.0,300.0,True,227.9493,12,True,2000.0,2400.0,True,2153.4166,user1_spea2_diversity,20.0,9999.0,False,19.874,14,0,217 391 327 194 331 309 303,HAYDARİ | YOĞURTLU KARNABAHAR KIZARTMASI | PİRİNÇ PİLAVI | ETSİZ PİRİNÇLİ PIRASA | PORTAKAL SUYU LD | PARMAK PATATES KIZARTMASI | NOHUT ÇORBASI,45.8,21.72,65.5,495.0,0.020842,40.0,100.0,True,56.0584,2,1500.0,2300.0,True,2030.6363,1,user_gamma_3991,False,1
SPEA2,18 78 28 76 24 86 71,ELMA SUYU | SOSİSLİ MİLFÖY BÖREĞİ | HİNDİ SALAMI | SİYAH ZEYTIN | HAVUÇ SALATASI | ÜZÜM PEKMEZİ | SEBZELİ GÜL BÖREĞİ,170.0,300.0,True,227.9493,12,True,2000.0,2400.0,True,2153.4166,user1_spea2_diversity,20.0,9999.0,False,19.874,14,0,217 391 327 194 331 309 303,HAYDARİ | YOĞURTLU KARNABAHAR KIZARTMASI | PİRİNÇ PİLAVI | ETSİZ PİRİNÇLİ PIRASA | PORTAKAL SUYU LD | PARMAK PATATES KIZARTMASI | NOHUT ÇORBASI,45.8,21.72,65.5,495.0,0.020842,40.0,100.0,True,56.0584,3,1500.0,2300.0,True,2030.6363,1,user_gamma_3991,False,1
SPEA2,25 39 29 44 31,HAVUÇ SUYU | KREP | INCİR REÇELİ | LOR PEYNİRİ | ISPANAKLI KOL BÖREĞİ,170.0,300.0,True,249.2262,9,True,2000.0,2400.0,True,2278.096,user1_spea2_diversity,20.0,9999.0,True,38.7183,9,0,196 285 172 258,ETSİZ TÜRLÜ | MALTA ERİĞİ | ETSİZ BARBUNYA | KIYMALI KABAK DOLMASI,34.0,21.67,46.2,440.0,0.027778,40.0,100.0,True,67.108,4,1500.0,2300.0,True,1702.717,1,user_gamma_3991,False,0
SPEA2,18 78 28 76 24 86 71,ELMA SUYU | SOSİSLİ MİLFÖY BÖREĞİ | HİNDİ SALAMI | SİYAH ZEYTIN | HAVUÇ SALATASI | ÜZÜM PEKMEZİ | SEBZELİ GÜL BÖREĞİ,170.0,300.0,True,227.9493,12,True,2000.0,2400.0,True,2153.4166,user1_spea2_diversity,20.0,9999.0,False,19.874,14,0,217 391 327 194 331 309 303,HAYDARİ | YOĞURTLU KARNABAHAR KIZARTMASI | PİRİNÇ PİLAVI | ETSİZ PİRİNÇLİ PIRASA | PORTAKAL SUYU LD | PARMAK PATATES KIZARTMASI | NOHUT ÇORBASI,45.8,21.72,65.5,495.0,0.020842,40.0,100.0,True,56.0584,5,1500.0,2300.0,True,2030.6363,1,user_gamma_3991,False,1
SPEA2,45 18 35 93 23 85,MAKARNA SALATASI | ELMA SUYU | KAYISI SUYU | YOĞURT B | HAŞLANMIŞ YUMURTA | TAVADA YUMURTA,170.0,300.0,True,216.9288,8,True,2000.0,2400.0,True,2020.359,user1_spea2_diversity,20.0,9999.0,True,22.5375,10,0,185 126 368 302,ETSİZ KEREVİZ | BROKOLİ SALATASI LD | TAS KEBABI | MUZ,28.5,21.3,38.7,281.0,0.03125,40.0,100.0,True,88.3138,6,1500.0,2300.0,True,1723.912,1,user_gamma_3991,False,0
SPEA2,45 18 35 93 23 85,MAKARNA SALATASI | ELMA SUYU | KAYISI SUYU | YOĞURT B | HAŞLANMIŞ YUMURTA | TAVADA YUMURTA,170.0,300.0,True,216.9288,8,True,2000.0,2400.0,True,2020.359,user1_spea2_diversity,20.0,9999.0,True,22.5375,10,0,185 126 368 302,ETSİZ KEREVİZ | BROKOLİ SALATASI LD | TAS KEBABI | MUZ,28.5,21.3,38.7,281.0,0.03125,40.0,100.0,True,88.3138,7,1500.0,2300.0,True,1723.912,1,user_gamma_3991,False,0
SPEA2,34 81 52 3 74 93,KARNABAHAR SALATASI | ŞEFTALİ SUYU | ÖRGÜ PEYNİRİ | AYVA REÇELİ | SEMİZOTU SALATASI | YOĞURT B,170.0,300.0,True,243.8092,8,True,2000.0,2400.0,True,2046.8322,user1_spea2_diversity,20.0,9999.0,True,26.6727,10,0,250 218 188 394,KAVUN | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | ETSİZ NOHUT | YOĞURTLU PAZI,38.9,21.51,36.1,145.0,0.03125,40.0,100.0,True,70.3527,8,1500.0,2300.0,True,1614.4517,1,user_gamma_3991,False,0
SPEA2,34 81 52 3 74 93,KARNABAHAR SALATASI | ŞEFTALİ SUYU | ÖRGÜ PEYNİRİ | AYVA REÇELİ | SEMİZOTU SALATASI | YOĞURT B,170.0,300.0,True,243.8092,8,True,2000.0,2400.0,True,2046.8322,user1_spea2_diversity,20.0,9999.0,True,26.6727,10,0,250 218 188 394,KAVUN | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | ETSİZ NOHUT | YOĞURTLU PAZI,38.9,21.51,36.1,145.0,0.03125,40.0,100.0,True,70.3527,9,1500.0,2300.0,True,1614.4517,1,user_gamma_3991,False,0
SPEA2,45 18 35 93 23 85,MAKARNA SALATASI | ELMA SUYU | KAYISI SUYU | YOĞURT B | HAŞLANMIŞ YUMURTA | TAVADA YUMURTA,170.0,300.0,True,216.9288,8,True,2000.0,2400.0,True,2020.359,user1_spea2_diversity,20.0,9999.0,True,22.5375,10,0,185 126 368 302,ETSİZ KEREVİZ | BROKOLİ SALATASI LD | TAS KEBABI | MUZ,28.5,21.3,38.7,281.0,0.03125,40.0,100.0,True,88.3138,10,1500.0,2300.0,True,1723.912,1,user_gamma_3991,False,0
SPEA2,45 18 35 93 23 85,MAKARNA SALATASI | ELMA SUYU | KAYISI SUYU | YOĞURT B | HAŞLANMIŞ YUMURTA | TAVADA YUMURTA,170.0,300.0,True,216.9288,8,True,2000.0,2400.0,True,2020.359,user1_spea2_diversity,20.0,9999.0,True,22.5375,10,0,185 126 368 302,ETSİZ KEREVİZ | BROKOLİ SALATASI LD | TAS KEBABI | MUZ,28.5,21.3,38.7,281.0,0.03125,40.0,100.0,True,88.3138,11,1500.0,2300.0,True,1723.912,1,user_gamma_3991,False,0
SPEA2,18 78 28 76 24 86 71,ELMA SUYU | SOSİSLİ MİLFÖY BÖREĞİ | HİNDİ SALAMI | SİYAH ZEYTIN | HAVUÇ SALATASI | ÜZÜM PEKMEZİ | SEBZELİ GÜL BÖREĞİ,170.0,300.0,True,227.9493,12,True,2000.0,2400.0,True,2153.4166,user1_spea2_diversity,20.0,9999.0,False,19.874,14,0,217 391 327 194 331 309 303,HAYDARİ | YOĞURTLU KARNABAHAR KIZARTMASI | PİRİNÇ PİLAVI | ETSİZ PİRİNÇLİ PIRASA | PORTAKAL SUYU LD | PARMAK PATATES KIZARTMASI | NOHUT ÇORBASI,45.8,21.72,65.5,495.0,0.020842,40.0,100.0,True,56.0584,12,1500.0,2300.0,True,2030.6363,1,user_gamma_3991,False,1
SPEA2,25 39 29 44 31,HAVUÇ SUYU | KREP | INCİR REÇELİ | LOR PEYNİRİ | ISPANAKLI KOL BÖREĞİ,170.0,300.0,True,249.2262,9,True,2000.0,2400.0,True,2278.096,user1_spea2_diversity,20.0,9999.0,True,38.7183,9,0,196 285 172 258,ETSİZ TÜRLÜ | MALTA ERİĞİ | ETSİZ BARBUNYA | KIYMALI KABAK DOLMASI,34.0,21.67,46.2,440.0,0.027778,40.0,100.0,True,67.108,13,1500.0,2300.0,True,1702.717,1,user_gamma_3991,False,0
SPEA2,34 81 52 3 74 93,KARNABAHAR SALATASI | ŞEFTALİ SUYU | ÖRGÜ PEYNİRİ | AYVA REÇELİ | SEMİZOTU SALATASI | YOĞURT B,170.0,300.0,True,243.8092,8,True,2000.0,2400.0,True,2046.8322,user1_spea2_diversity,20.0,9999.0,True,26.6727,10,0,250 218 188 394,KAVUN | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | ETSİZ NOHUT | YOĞURTLU PAZI,38.9,21.51,36.1,145.0,0.03125,40.0,100.0,True,70.3527,14,1500.0,2300.0,True,1614.4517,1,user_gamma_3991,False,0
SPEA2,34 81 52 3 74 93,KARNABAHAR SALATASI | ŞEFTALİ SUYU | ÖRGÜ PEYNİRİ | AYVA REÇELİ | SEMİZOTU SALATASI | YOĞURT B,170.0,300.0,True,243.8092,8,True,2000.0,2400.0,True,2046.8322,user1_spea2_diversity,20.0,9999.0,True,26.6727,10,0,250 218 188 394,KAVUN | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | ETSİZ NOHUT | YOĞURTLU PAZI,38.9,21.51,36.1,145.0,0.03125,40.0,100.0,True,70.3527,15,1500.0,2300.0,True,1614.4517,1,user_gamma_3991,False,0
SPEA2,34 81 52 3 74 93,KARNABAHAR SALATASI | ŞEFTALİ SUYU | ÖRGÜ PEYNİRİ | AYVA REÇELİ | SEMİZOTU SALATASI | YOĞURT B,170.0,300.0,True,243.8092,8,True,2000.0,2400.0,True,2046.8322,user1_spea2_diversity,20.0,9999.0,True,26.6727,10,0,250 218 188 394,KAVUN | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | ETSİZ NOHUT | YOĞURTLU PAZI,38.9,21.51,36.1,145.0,0.03125,40.0,100.0,True,70.3527,16,1500.0,2300.0,True,1614.4517,1,user_gamma_3991,False,0
SPEA2,34 81 52 3 74 93,KARNABAHAR SALATASI | ŞEFTALİ SUYU | ÖRGÜ PEYNİRİ | AYVA REÇELİ | SEMİZOTU SALATASI | YOĞURT B,170.0,300.0,True,243.8092,8,True,2000.0,2400.0,True,2046.8322,user1_spea2_diversity,20.0,9999.0,True,26.6727,10,0,250 218 188 394,KAVUN | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | ETSİZ NOHUT | YOĞURTLU PAZI,38.9,21.51,36.1,145.0,0.03125,40.0,100.0,True,70.3527,17,1500.0,2300.0,True,1614.4517,1,user_gamma_3991,False,0
SPEA2,34 81 52 3 74 93,KARNABAHAR SALATASI | ŞEFTALİ SUYU | ÖRGÜ PEYNİRİ | AYVA REÇELİ | SEMİZOTU SALATASI | YOĞURT B,170.0,300.0,True,243.8092,8,True,2000.0,2400.0,True,2046.8322,user1_spea2_diversity,20.0,9999.0,True,26.6727,10,0,250 218 188 394,KAVUN | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | ETSİZ NOHUT | YOĞURTLU PAZI,38.9,21.51,36.1,145.0,0.03125,40.0,100.0,True,70.3527,18,1500.0,2300.0,True,1614.4517,1,user_gamma_3991,False,0
SPEA2,18 78 28 76 24 86 71,ELMA SUYU | SOSİSLİ MİLFÖY BÖREĞİ | HİNDİ SALAMI | SİYAH ZEYTIN | HAVUÇ SALATASI | ÜZÜM PEKMEZİ | SEBZELİ GÜL BÖREĞİ,170.0,300.0,True,227.9493,12,True,2000.0,2400.0,True,2153.4166,user1_spea2_diversity,20.0,9999.0,False,19.874,14,0,217 391 327 194 331 309 303,HAYDARİ | YOĞURTLU KARNABAHAR KIZARTMASI | PİRİNÇ PİLAVI | ETSİZ PİRİNÇLİ PIRASA | PORTAKAL SUYU LD | PARMAK PATATES KIZARTMASI | NOHUT ÇORBASI,45.8,21.72,65.5,495.0,0.020842,40.0,100.0,True,56.0584,19,1500.0,2300.0,True,2030.6363,1,user_gamma_3991,False,1
SPEA2,18 78 28 76 24 86 71,ELMA SUYU | SOSİSLİ MİLFÖY BÖREĞİ | HİNDİ SALAMI | SİYAH ZEYTIN | HAVUÇ SALATASI | ÜZÜM PEKMEZİ | SEBZELİ GÜL BÖREĞİ,170.0,300.0,True,227.9493,12,True,2000.0,2400.0,True,2153.4166,user1_spea2_diversity,20.0,9999.0,False,19.874,14,0,217 391 327 194 331 309 303,HAYDARİ | YOĞURTLU KARNABAHAR KIZARTMASI | PİRİNÇ PİLAVI | ETSİZ PİRİNÇLİ PIRASA | PORTAKAL SUYU LD | PARMAK PATATES KIZARTMASI | NOHUT ÇORBASI,45.8,21.72,65.5,495.0,0.020842,40.0,100.0,True,56.0584,20,1500.0,2300.0,True,2030.6363,1,user_gamma_3991,False,1
NSGA-II,11 48 25,ÇİKOLATALI YULAF GEVREĞİ | MEVSİM SALATASI | HAVUÇ SUYU,170.0,300.0,True,234.253,5,False,2000.0,2400.0,True,2243.7346,user2_nsgaii_nodiversity,20.0,9999.0,True,26.3566,7,0,132 95 243 130,CACIK LD | AKDENİZ SALATASI LD | KABAK TARATOR | BÜLBÜL YUVASI,14.0,13.9,55.1,183.0,0.0,40.0,100.0,True,47.6588,1,1500.0,2300.0,True,1715.3899,2,user_orbit_1740,True,0
NSGA-II,59 44 76 92,PATATESLİ MİLFÖY BÖREĞİ | LOR PEYNİRİ | SİYAH ZEYTIN | YEŞİL ZEYTIN,170.0,300.0,True,281.4675,8,False,2000.0,2400.0,True,2173.6032,user2_nsgaii_nodiversity,20.0,9999.0,True,38.4187,9,0,318 317 160 378 302,PEYNİRLİ MAKARNA | PEYNİRLİ AKDENİZ SALATASI LD | ELMA SUYU LD | YAZ KURU FASULYESİ | MUZ,31.0,10.96,51.0,210.0,0.0,40.0,100.0,True,49.1512,2,1500.0,2300.0,True,2263.847,2,user_orbit_1740,True,0
NSGA-II,59 44 76 92,PATATESLİ MİLFÖY BÖREĞİ | LOR PEYNİRİ | SİYAH ZEYTIN | YEŞİL ZEYTIN,170.0,300.0,True,281.4675,8,False,2000.0,2400.0,True,2173.6032,user2_nsgaii_nodiversity,20.0,9999.0,True,38.4187,9,0,318 317 160 378 302,PEYNİRLİ MAKARNA | PEYNİRLİ AKDENİZ SALATASI LD | ELMA SUYU LD | YAZ KURU FASULYESİ | MUZ,31.0,10.96,51.0,210.0,0.0,40.0,100.0,True,49.1512,3,1500.0,2300.0,True,2263.847,2,user_orbit_1740,True,0
NSGA-II,59 44 76 92,PATATESLİ MİLFÖY BÖREĞİ | LOR PEYNİRİ | SİYAH ZEYTIN | YEŞİL ZEYTIN,170.0,300.0,True,281.4675,8,False,2000.0,2400.0,True,2173.6032,user2_nsgaii_nodiversity,20.0,9999.0,True,38.4187,9,0,318 317 160 378 302,PEYNİRLİ MAKARNA | PEYNİRLİ AKDENİZ SALATASI LD | ELMA SUYU LD | YAZ KURU FASULYESİ | MUZ,31.0,10.96,51.0,210.0,0.0,40.0,100.0,True,49.1512,4,1500.0,2300.0,True,2263.847,2,user_orbit_1740,True,0
NSGA-II,3 94 72,AYVA REÇELİ | YULAF GEVREĞİ | SEBZELİ KOL BÖREĞİ,170.0,300.0,True,284.7754,9,False,2000.0,2400.0,True,2374.5685,user2_nsgaii_nodiversity,20.0,9999.0,True,23.3328,11,0,318 360 265 297 280 152 395 300,PEYNİRLİ MAKARNA | ŞAKŞUKA | KİVİ | MEVSİM SALATASI LD | KÜP PATATES KIZARTMASI | DOMATESLİ MAKARNA | YOĞURTLU SEMİZOTU | MISIRLI AYRAN ÇORBASI,15.7,15.39,70.7,353.0,0.0,40.0,100.0,True,71.2139,5,1500.0,2300.0,True,1645.5128,2,user_orbit_1740,True,0
NSGA-II,69 34 16 14 26 51,ROKA SALATASI | KARNABAHAR SALATASI | EKMEK | DİL PEYNİRİ | HAVUÇ-TURP SALATASI | NARLI KAHVALTI SALATASI,170.0,300.0,True,213.6649,8,False,2000.0,2400.0,True,2033.3269,user2_nsgaii_nodiversity,20.0,9999.0,True,21.4753,12,0,379 108 404 312 117 300,YER FISTIKLI İRMİK HELVASI | ARPA ŞEHRİYE PİLAVI | ZEYTİNYAĞLI SEMİZOTU | PATATES PÜRESİ | BAHARATLI ELMA DİLİM PATATES KIZARTMASI | MISIRLI AYRAN ÇORBASI,35.7,15.33,75.2,410.0,0.0,40.0,100.0,True,61.9494,6,1500.0,2300.0,True,2292.7782,2,user_orbit_1740,True,0
NSGA-II,69 34 16 14 26 51,ROKA SALATASI | KARNABAHAR SALATASI | EKMEK | DİL PEYNİRİ | HAVUÇ-TURP SALATASI | NARLI KAHVALTI SALATASI,170.0,300.0,True,213.6649,8,False,2000.0,2400.0,True,2033.3269,user2_nsgaii_nodiversity,20.0,9999.0,True,21.4753,12,0,379 108 404 312 117 300,YER FISTIKLI İRMİK HELVASI | ARPA ŞEHRİYE PİLAVI | ZEYTİNYAĞLI SEMİZOTU | PATATES PÜRESİ | BAHARATLI ELMA DİLİM PATATES KIZARTMASI | MISIRLI AYRAN ÇORBASI,35.7,15.33,75.2,410.0,0.0,40.0,100.0,True,61.9494,7,1500.0,2300.0,True,2292.7782,2,user_orbit_1740,True,0
NSGA-II,3 8 43 14 92 18 24,AYVA REÇELİ | BROKOLİ SALATASI | KÜP PATATES KIZARTMASI B | DİL PEYNİRİ | YEŞİL ZEYTIN | ELMA SUYU | HAVUÇ SALATASI,170.0,300.0,True,244.6721,9,False,2000.0,2400.0,True,2082.3966,user2_nsgaii_nodiversity,20.0,9999.0,False,19.6605,12,0,369 130 338 296 282,TEL ŞEHRİYE ÇORBASI | BÜLBÜL YUVASI | SALÇALI MAKARNA | MERCİMEK ÇORBASI LD | MAHLUTA ÇORBASI,44.4,13.52,81.5,460.0,2.4e-05,40.0,100.0,True,40.7621,8,1500.0,2300.0,True,1710.4753,2,user_orbit_1740,True,1
NSGA-II,63 35 89 40,PEYNİRLİ GÜL BÖREĞİ | KAYISI SUYU | YABAN MERSİNİ MARMELATI | KRUVASAN,170.0,300.0,True,236.6025,8,False,2000.0,2400.0,True,2018.0044,user2_nsgaii_nodiversity,20.0,9999.0,True,26.1402,12,0,212 343 307 99 354 129 113 132,HAVUÇ SALATASI LD | SEBZE GARNİTÜR (HAŞLANMIŞ) LD | OSMANLI ÇORBASI | ANDALOZ ÇORBASI | SOSLU MAKARNA | BULGUR PİLAVI | AYVA | CACIK LD,43.4,21.87,86.8,495.0,0.0,40.0,100.0,True,57.6551,9,1500.0,2300.0,True,1700.2446,2,user_orbit_1740,True,0
NSGA-II,63 35 89 40,PEYNİRLİ GÜL BÖREĞİ | KAYISI SUYU | YABAN MERSİNİ MARMELATI | KRUVASAN,170.0,300.0,True,236.6025,8,False,2000.0,2400.0,True,2018.0044,user2_nsgaii_nodiversity,20.0,9999.0,True,26.1402,12,0,212 343 307 99 354 129 113 132,HAVUÇ SALATASI LD | SEBZE GARNİTÜR (HAŞLANMIŞ) LD | OSMANLI ÇORBASI | ANDALOZ ÇORBASI | SOSLU MAKARNA | BULGUR PİLAVI | AYVA | CACIK LD,43.4,21.87,86.8,495.0,0.0,40.0,100.0,True,57.6551,10,1500.0,2300.0,True,1700.2446,2,user_orbit_1740,True,0
NSGA-II,60,PATATESLİ YUFKA BÖREĞİ,170.0,300.0,True,201.8719,5,False,2000.0,2400.0,True,2002.465,user2_nsgaii_nodiversity,20.0,9999.0,True,35.644,10,0,270 163 399 328 128 147 254 271 393,KREMALI BROKOLİ ÇORBASI | ERZİNCAN ÇORBASI LD | ZEYTİNYAĞLI ISPANAK | PİRİNÇLİ HAVUÇ ÇORBASI | BULGUR ÇORBASI | DOMATES SALATALIK SÖĞÜŞ LD | KISIR | KREMALI DOMATES  ÇORBASI | YOĞURTLU PATLICAN KIZARTMASI,38.5,12.37,60.2,527.0,0.0,40.0,100.0,True,58.0497,11,1500.0,2300.0,True,2008.3497,2,user_orbit_1740,True,0
NSGA-II,47 74 70 76 52 82 34 26,MERCİMEK ÇORBASI | SEMİZOTU SALATASI | SEBZE GARNİTÜR (HAŞLANMIŞ) | SİYAH ZEYTIN | ÖRGÜ PEYNİRİ | TAHİN PEKMEZ | KARNABAHAR SALATASI | HAVUÇ-TURP SALATASI,170.0,300.0,True,263.1149,10,False,2000.0,2400.0,True,2125.1154,user2_nsgaii_nodiversity,20.0,9999.0,True,20.8859,15,0,307 101 216 370 333 159 264,OSMANLI ÇORBASI | ANTEP FISTIKLI BAKLAVA | HAVUÇ-TURP SALATASI LD | TEL ŞEHRİYELİ HAVUÇ ÇORBASI | REVANİ | ELMA DİLİM PATATES KIZARTMASI | KİRAZ,51.7,28.8,90.6,622.0,0.0,40.0,100.0,True,46.2256,12,1500.0,2300.0,True,1694.7176,2,user_orbit_1740,True,0
NSGA-II,47 74 70 76 52 82 34 26,MERCİMEK ÇORBASI | SEMİZOTU SALATASI | SEBZE GARNİTÜR (HAŞLANMIŞ) | SİYAH ZEYTIN | ÖRGÜ PEYNİRİ | TAHİN PEKMEZ | KARNABAHAR SALATASI | HAVUÇ-TURP SALATASI,170.0,300.0,True,232.2542,9,False,2000.0,2400.0,True,2144.7414,user2_nsgaii_nodiversity,20.0,9999.0,True,23.2126,14,0,307 394 101 216 370 333,OSMANLI ÇORBASI | YOĞURTLU PAZI | ANTEP FISTIKLI BAKLAVA | HAVUÇ-TURP SALATASI LD | TEL ŞEHRİYELİ HAVUÇ ÇORBASI | REVANİ,49.5,26.9,87.5,632.0,0.0,40.0,100.0,True,55.2158,13,1500.0,2300.0,True,2198.2216,2,user_orbit_1740,True,0
SPEA2,61 24 25 74 87 16,PERMESAN PEYNİRİ | HAVUÇ SALATASI | HAVUÇ SUYU | SEMİZOTU SALATASI | VİŞNE REÇELİ | EKMEK,170.0,300.0,True,288.5784,11,False,2000.0,2400.0,True,2105.5425,user2_spea2_nodiversity,20.0,9999.0,True,27.7085,13,0,108 388 350 208 139 354 397,ARPA ŞEHRİYE PİLAVI | YOĞURTLU KABAK KIZARTMASI | SEBZELİ MAKARNA | GREYFURT SUYU LD | ÇİLEK | SOSLU MAKARNA | ZEYTİNYAĞLI BİBER DOLMASI,36.6,23.03,82.5,420.0,0.0,40.0,100.0,True,52.4367,1,1500.0,2300.0,True,2299.011,2,user_orbit_1740,True,0
SPEA2,60,PATATESLİ YUFKA BÖREĞİ,170.0,300.0,True,299.4062,7,False,2000.0,2400.0,True,2359.709,user2_spea2_nodiversity,20.0,9999.0,True,33.9615,9,0,359 401 212 275 270 129 147 341,SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD | KREMALI MANTARLI FESLEĞENLİ MAKARNA | KREMALI BROKOLİ ÇORBASI | BULGUR PİLAVI | DOMATES SALATALIK SÖĞÜŞ LD | SARAY ÇORBASI,29.2,11.9,66.1,467.0,0.0,40.0,100.0,True,71.8177,2,1500.0,2300.0,True,1536.6676,2,user_orbit_1740,True,0
SPEA2,60,PATATESLİ YUFKA BÖREĞİ,170.0,300.0,True,299.4062,7,False,2000.0,2400.0,True,2359.709,user2_spea2_nodiversity,20.0,9999.0,True,33.9615,9,0,359 401 212 275 270 129 147 341,SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD | KREMALI MANTARLI FESLEĞENLİ MAKARNA | KREMALI BROKOLİ ÇORBASI | BULGUR PİLAVI | DOMATES SALATALIK SÖĞÜŞ LD | SARAY ÇORBASI,29.2,11.9,66.1,467.0,0.0,40.0,100.0,True,71.8177,3,1500.0,2300.0,True,1536.6676,2,user_orbit_1740,True,0
SPEA2,61 24 25 74 87 16,PERMESAN PEYNİRİ | HAVUÇ SALATASI | HAVUÇ SUYU | SEMİZOTU SALATASI | VİŞNE REÇELİ | EKMEK,170.0,300.0,True,288.5784,11,False,2000.0,2400.0,True,2105.5425,user2_spea2_nodiversity,20.0,9999.0,True,27.7085,13,0,108 388 350 208 139 354 397,ARPA ŞEHRİYE PİLAVI | YOĞURTLU KABAK KIZARTMASI | SEBZELİ MAKARNA | GREYFURT SUYU LD | ÇİLEK | SOSLU MAKARNA | ZEYTİNYAĞLI BİBER DOLMASI,36.6,23.03,82.5,420.0,0.0,40.0,100.0,True,52.4367,4,1500.0,2300.0,True,2299.011,2,user_orbit_1740,True,0
SPEA2,47 48 73,MERCİMEK ÇORBASI | MEVSİM SALATASI | SEBZELİ YUFKA BÖREĞİ,170.0,300.0,True,292.1605,8,False,2000.0,2400.0,True,2038.6416,user2_spea2_nodiversity,20.0,9999.0,True,32.7663,9,0,213 272 386 332 216 395,HAVUÇ SUYU LD | KREMALI FESLEĞENLİ MAKARNA | YOĞURTLU ISPANAK | PORTAKALLI REVANİ | HAVUÇ-TURP SALATASI LD | YOĞURTLU SEMİZOTU,43.1,12.02,63.5,385.0,0.0,40.0,100.0,True,55.9389,5,1500.0,2300.0,True,1633.4995,2,user_orbit_1740,True,0
SPEA2,82 59 12,TAHİN PEKMEZ | PATATESLİ MİLFÖY BÖREĞİ | ÇİLEK REÇELİ,170.0,300.0,True,219.4661,5,False,2000.0,2400.0,True,2262.1075,user2_spea2_nodiversity,20.0,9999.0,True,20.5092,8,0,390 214 359 401 212,YOĞURTLU KARNABAHAR | HAVUÇ TARATOR | SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD,13.9,15.0,58.6,272.0,0.0,40.0,100.0,True,52.493,6,1500.0,2300.0,True,1596.7153,2,user_orbit_1740,True,0
SPEA2,82 59 12,TAHİN PEKMEZ | PATATESLİ MİLFÖY BÖREĞİ | ÇİLEK REÇELİ,170.0,300.0,True,219.4661,5,False,2000.0,2400.0,True,2262.1075,user2_spea2_nodiversity,20.0,9999.0,True,20.5092,8,0,390 214 359 401 212,YOĞURTLU KARNABAHAR | HAVUÇ TARATOR | SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD,13.9,15.0,58.6,272.0,0.0,40.0,100.0,True,52.493,7,1500.0,2300.0,True,1596.7153,2,user_orbit_1740,True,0
